,Ticker,Attribute,Recent
622,BR,Enterprise Value 3,24.33B
623,BR,Trailing P/E,37.15
624,BR,Forward P/E 1,27.10
625,BR,PEG Ratio (5 yr expected) 1,2.28
626,BR,Price/Sales (ttm),3.95
627,BR,Price/Book (mrq),11.51
628,BR,Enterprise Value/Revenue 3,4.71
629,BR,Enterprise Value/EBITDA 7,23.65
630,BRK-B,Market Cap (intraday) 5,645.76B
631,BRK-B,Enterprise Value 3,696.57B
632,BRK-B,Trailing P/E,7.79
633,BRK-B,Forward P/E 1,21.01
634,BRK-B,PEG Ratio (5 yr expected) 1,9.13
635,BRK-B,Price/Sales (ttm),1.91
636,BRK-B,Price/Book (mrq),1.36
637,BRK-B,Enterprise Value/Revenue 3,2.01
638,BRK-B,Enterprise Value/EBITDA 7,
639,BXP,Market Cap (intraday) 5,18.42B
640,BXP,Enterprise Value 3,31.24B
641,BXP,Trailing P/E,57.80
642,BXP,Forward P/E 1,41.15
643,BXP,PEG Ratio (5 yr expected) 1,21.02
644,BXP,Price/Sales (ttm),6.53
645,BXP,Price/Book (mrq),3.22
646,BXP,Enterprise Value/Revenue 3,11.07
647,BXP,Enterprise Value/EBITDA 7,19.81
648,C,Market Cap (intraday) 5,133.50B
649,C,Enterprise Value 3,
650,C,Trailing P/E,6.37
651,C,Forward P/E 1,8.38
652,C,PEG Ratio (5 yr expected) 1,0.74
653,C,Price/Sales (ttm),1.93
654,C,Price/Book (mrq),0.73
655,C,Enterprise Value/Revenue 3,
656,C,Enterprise Value/EBITDA 7,
657,CAT,Market Cap (intraday) 5,112.01B
658,CAT,Enterprise Value 3,139.35B
659,CAT,Trailing P/E,22.15
660,CAT,Forward P/E 1,16.69
661,CAT,PEG Ratio (5 yr expected) 1,1.10
662,CAT,Price/Sales (ttm),2.35
663,CAT,Price/Book (mrq),6.72
664,CAT,Enterprise Value/Revenue 3,2.88
665,CAT,Enterprise Value/EBITDA 7,14.71
666,CBRE,Market Cap (intraday) 5,34.89B
667,CBRE,Enterprise Value 3,36.61B
668,CBRE,Trailing P/E,24.30
669,CBRE,Forward P/E 1,21.74
670,CBRE,PEG Ratio (5 yr expected) 1,1.04
671,CBRE,Price/Sales (ttm),1.36
672,CBRE,Price/Book (mrq),4.38
673,CBRE,Enterprise Value/Revenue 3,1.40
674,CBRE,Enterprise Value/EBITDA 7,14.87
675,CCI,Market Cap (intraday) 5,79.38B
676,CCI,Enterprise Value 3,105.74B
677,CCI,Trailing P/E,60.62
678,CCI,Forward P/E 1,54.35
679,CCI,PEG Ratio (5 yr expected) 1,3.52
680,CCI,Price/Sales (ttm),12.90
681,CCI,Price/Book (mrq),9.32
682,CCI,Enterprise Value/Revenue 3,17.11
683,CCI,Enterprise Value/EBITDA 7,29.35
684,CDNS,Market Cap (intraday) 5,49.43B
685,CDNS,Enterprise Value 3,48.76B
686,CDNS,Trailing P/E,71.92
687,CDNS,Forward P/E 1,50.00
688,CDNS,PEG Ratio (5 yr expected) 1,4.52
689,CDNS,Price/Sales (ttm),16.75
690,CDNS,Price/Book (mrq),18.79
691,CDNS,Enterprise Value/Revenue 3,16.39
692,CDNS,Enterprise Value/EBITDA 7,52.82
693,CDW,Market Cap (intraday) 5,26.58B
694,CDW,Enterprise Value 3,30.84B
695,CDW,Trailing P/E,27.51
696,CDW,Forward P/E 1,22.88
697,CDW,PEG Ratio (5 yr expected) 1,
698,CDW,Price/Sales (ttm),1.38
699,CDW,Price/Book (mrq),31.76
700,CDW,Enterprise Value/Revenue 3,1.52
701,CDW,Enterprise Value/EBITDA 7,18.51
702,CE,Market Cap (intraday) 5,18.23B
703,CE,Enterprise Value 3,20.93B
704,CE,Trailing P/E,6.82
705,CE,Forward P/E 1,10.57
706,CE,PEG Ratio (5 yr expected) 1,0.62
707,CE,Price/Sales (ttm),2.42
708,CE,Price/Book (mrq),4.65
709,CE,Enterprise Value/Revenue 3,2.66
710,CE,Enterprise Value/EBITDA 7,5.60
711,CERN,Market Cap (intraday) 5,21.62B
712,CERN,Enterprise Value 3,22.68B
713,CERN,Trailing P/E,43.23
714,CERN,Forward P/E 1,19.92
715,CERN,PEG Ratio (5 yr expected) 1,2.14
716,CERN,Price/Sales (ttm),3.93
717,CERN,Price/Book (mrq),5.63
718,CERN,Enterprise Value/Revenue 3,3.97
719,CERN,Enterprise Value/EBITDA 7,13.28
720,CF,Market Cap (intraday) 5,13.97B
721,CF,Enterprise Value 3,16.95B
722,CF,Trailing P/E,47.20
723,CF,Forward P/E 1,10.68
724,CF,PEG Ratio (5 yr expected) 1,0.47
725,CF,Price/Sales (ttm),2.76
726,CF,Price/Book (mrq),4.76
727,CF,Enterprise Value/Revenue 3,3.32
728,CF,Enterprise Value/EBITDA 7,10.46
729,CFG,Market Cap (intraday) 5,21.67B
730,CFG,Enterprise Value 3,
731,CFG,Trailing P/E,10.21
732,CFG,Forward P/E 1,11.95
733,CFG,PEG Ratio (5 yr expected) 1,
734,CFG,Price/Sales (ttm),3.28
735,CFG,Price/Book (mrq),1.01
736,CFG,Enterprise Value/Revenue 3,
737,CFG,Enterprise Value/EBITDA 7,
738,CHD,Market Cap (intraday) 5,23.34B
739,CHD,Enterprise Value 3,24.95B
740,CHD,Trailing P/E,28.46
741,CHD,Forward P/E 1,28.82
742,CHD,PEG Ratio (5 yr expected) 1,4.26
743,CHD,Price/Sales (ttm),4.57
744,CHD,Price/Book (mrq),6.64
745,CHD,Enterprise Value/Revenue 3,4.88
746,CHD,Enterprise Value/EBITDA 7,18.96
747,CHRW,Market Cap (intraday) 5,12.71B
748,CHRW,Enterprise Value 3,14.54B
749,CHRW,Trailing P/E,17.30
750,CHRW,Forward P/E 1,17.24
751,CHRW,PEG Ratio (5 yr expected) 1,1.57
752,CHRW,Price/Sales (ttm),0.62
753,CHRW,Price/Book (mrq),6.51
754,CHRW,Enterprise Value/Revenue 3,0.69
755,CHRW,Enterprise Value/EBITDA 7,13.29
756,CHTR,Market Cap (intraday) 5,120.61B
757,CHTR,Enterprise Value 3,208.78B
758,CHTR,Trailing P/E,30.81
759,CHTR,Forward P/E 1,20.41
760,CHTR,PEG Ratio (5 yr expected) 1,0.54
761,CHTR,Price/Sales (ttm),2.62
762,CHTR,Price/Book (mrq),7.08
763,CHTR,Enterprise Value/Revenue 3,4.09
764,CHTR,Enterprise Value/EBITDA 7,10.75
765,CI,Market Cap (intraday) 5,69.79B
766,CI,Enterprise Value 3,100.62B
767,CI,Trailing P/E,8.92
768,CI,Forward P/E 1,9.39
769,CI,PEG Ratio (5 yr expected) 1,0.84
770,CI,Price/Sales (ttm),0.43
771,CI,Price/Book (mrq),1.47
772,CI,Enterprise Value/Revenue 3,0.59
773,CI,Enterprise Value/EBITDA 7,
774,CINF,Market Cap (intraday) 5,19.31B
775,CINF,Enterprise Value 3,19.13B
776,CINF,Trailing P/E,7.72
777,CINF,Forward P/E 1,23.26
778,CINF,PEG Ratio (5 yr expected) 1,
779,CINF,Price/Sales (ttm),2.16
780,CINF,Price/Book (mrq),1.63
781,CINF,Enterprise Value/Revenue 3,2.12
782,CINF,Enterprise Value/EBITDA 7,
783,CL,Market Cap (intraday) 5,65.54B
784,CL,Enterprise Value 3,72.28B
785,CL,Trailing P/E,24.76
786,CL,Forward P/E 1,23.09
787,CL,PEG Ratio (5 yr expected) 1,3.90
788,CL,Price/Sales (ttm),3.82
789,CL,Price/Book (mrq),110.90
790,CL,Enterprise Value/Revenue 3,4.17
791,CL,Enterprise Value/EBITDA 7,16.30
792,CLX,Market Cap (intraday) 5,20.65B
793,CLX,Enterprise Value 3,23.67B
794,CLX,Trailing P/E,48.02
795,CLX,Forward P/E 1,31.55
796,CLX,PEG Ratio (5 yr expected) 1,6.33
797,CLX,Price/Sales (ttm),2.93
798,CLX,Price/Book (mrq),56.11
799,CLX,Enterprise Value/Revenue 3,3.27
800,CLX,Enterprise Value/EBITDA 7,27.11
801,CMA,Market Cap (intraday) 5,11.18B
802,CMA,Enterprise Value 3,
803,CMA,Trailing P/E,10.60
804,CMA,Forward P/E 1,15.08
805,CMA,PEG Ratio (5 yr expected) 1,0.77
806,CMA,Price/Sales (ttm),4.40
807,CMA,Price/Book (mrq),1.51
808,CMA,Enterprise Value/Revenue 3,
809,CMA,Enterprise Value/EBITDA 7,
810,CMCSA,Market Cap (intraday) 5,237.04B
811,CMCSA,Enterprise Value 3,322.45B
812,CMCSA,Trailing P/E,16.68
813,CMCSA,Forward P/E 1,13.93
814,CMCSA,PEG Ratio (5 yr expected) 1,1.47
815,CMCSA,Price/Sales (ttm),2.13
816,CMCSA,Price/Book (mrq),2.47
817,CMCSA,Enterprise Value/Revenue 3,2.83
818,CMCSA,Enterprise Value/EBITDA 7,8.64
819,CME,Market Cap (intraday) 5,81.92B
820,CME,Enterprise Value 3,83.80B
821,CME,Trailing P/E,33.62
822,CME,Forward P/E 1,31.65
823,CME,PEG Ratio (5 yr expected) 1,5.05
824,CME,Price/Sales (ttm),17.62
825,CME,Price/Book (mrq),3.00
826,CME,Enterprise Value/Revenue 3,18.06
827,CME,Enterprise Value/EBITDA 7,22.73
828,CMG,Market Cap (intraday) 5,48.05B
829,CMG,Enterprise Value 3,50.52B
830,CMG,Trailing P/E,68.51
831,CMG,Forward P/E 1,50.76
832,CMG,PEG Ratio (5 yr expected) 1,1.41
833,CMG,Price/Sales (ttm),6.77
834,CMG,Price/Book (mrq),20.79
835,CMG,Enterprise Value/Revenue 3,7.02
836,CMG,Enterprise Value/EBITDA 7,41.95
837,CMI,Market Cap (intraday) 5,32.31B
838,CMI,Enterprise Value 3,33.68B
839,CMI,Trailing P/E,14.84
840,CMI,Forward P/E 1,12.33
841,CMI,PEG Ratio (5 yr expected) 1,1.18
842,CMI,Price/Sales (ttm),1.39
843,CMI,Price/Book (mrq),4.00
844,CMI,Enterprise Value/Revenue 3,1.40
845,CMI,Enterprise Value/EBITDA 7,9.21
846,CMS,Market Cap (intraday) 5,17.68B
847,CMS,Enterprise Value 3,30.47B
848,CMS,Trailing P/E,21.42
849,CMS,Forward P/E 1,21.28
850,CMS,PEG Ratio (5 yr expected) 1,3.99
851,CMS,Price/Sales (ttm),2.42
852,CMS,Price/Book (mrq),3.01
853,CMS,Enterprise Value/Revenue 3,4.18
854,CMS,Enterprise Value/EBITDA 7,11.63
855,CNC,Market Cap (intraday) 5,43.12B
856,CNC,Enterprise Value 3,50.88B
857,CNC,Trailing P/E,60.08
858,CNC,Forward P/E 1,13.59
859,CNC,PEG Ratio (5 yr expected) 1,1.06
860,CNC,Price/Sales (ttm),0.36
861,CNC,Price/Book (mrq),1.63
862,CNC,Enterprise Value/Revenue 3,0.42
863,CNC,Enterprise Value/EBITDA 7,16.07
864,CNP,Market Cap (intraday) 5,16.83B
865,CNP,Enterprise Value 3,33.07B
866,CNP,Trailing P/E,12.80
867,CNP,Forward P/E 1,18.28
868,CNP,PEG Ratio (5 yr expected) 1,5.04
869,CNP,Price/Sales (ttm),1.95
870,CNP,Price/Book (mrq),2.08
871,CNP,Enterprise Value/Revenue 3,4.09
872,CNP,Enterprise Value/EBITDA 7,27.06
873,COF,Market Cap (intraday) 5,66.52B
874,COF,Enterprise Value 3,
875,COF,Trailing P/E,5.82
876,COF,Forward P/E 1,8.20
877,COF,PEG Ratio (5 yr expected) 1,0.46
878,COF,Price/Sales (ttm),2.38
879,COF,Price/Book (mrq),1.05
880,COF,Enterprise Value/Revenue 3,
881,COF,Enterprise Value/EBITDA 7,
882,COO,Market Cap (intraday) 5,19.64B
883,COO,Enterprise Value 3,21.42B
884,COO,Trailing P/E,6.79
885,COO,Forward P/E 1,27.93
886,COO,PEG Ratio (5 yr expected) 1,2.41
887,COO,Price/Sales (ttm),6.96
888,COO,Price/Book (mrq),2.90
889,COO,Enterprise Value/Revenue 3,7.53
890,COO,Enterprise Value/EBITDA 7,26.86
891,COP,Market Cap (intraday) 5,97.31B
892,COP,Enterprise Value 3,105.05B
893,COP,Trailing P/E,21.89
894,COP,Forward P/E 1,8.60
895,COP,PEG Ratio (5 yr expected) 1,8.60
896,COP,Price/Sales (ttm),2.58
897,COP,Price/Book (mrq),2.21
898,COP,Enterprise Value/Revenue 3,2.90
899,COP,Enterprise Value/EBITDA 7,6.88
900,COST,Market Cap (intraday) 5,240.91B
901,COST,Enterprise Value 3,238.87B
902,COST,Trailing P/E,48.38
903,COST,Forward P/E 1,45.05
904,COST,PEG Ratio (5 yr expected) 1,5.19
905,COST,Price/Sales (ttm),1.24
906,COST,Price/Book (mrq),13.72
907,COST,Enterprise Value/Revenue 3,1.22
908,COST,Enterprise Value/EBITDA 7,34.87
909,CPB,Market Cap (intraday) 5,12.54B
910,CPB,Enterprise Value 3,17.76B
911,CPB,Trailing P/E,12.58
912,CPB,Forward P/E 1,15.04
913,CPB,PEG Ratio (5 yr expected) 1,5.06
914,CPB,Price/Sales (ttm),1.49
915,CPB,Price/Book (mrq),3.98
916,CPB,Enterprise Value/Revenue 3,2.10
917,CPB,Enterprise Value/EBITDA 7,9.53
918,CPRT,Market Cap (intraday) 5,35.21B
919,CPRT,Enterprise Value 3,34.45B
920,CPRT,Trailing P/E,35.77
921,CPRT,Forward P/E 1,36.63
922,CPRT,PEG Ratio (5 yr expected) 1,
923,CPRT,Price/Sales (ttm),12.28
924,CPRT,Price/Book (mrq),9.28
925,CPRT,Enterprise Value/Revenue 3,11.84
926,CPRT,Enterprise Value/EBITDA 7,25.57
927,CRL,Market Cap (intraday) 5,18.67B
928,CRL,Enterprise Value 3,21.63B
929,CRL,Trailing P/E,47.80
930,CRL,Forward P/E 1,31.55
931,CRL,PEG Ratio (5 yr expected) 1,1.77
932,CRL,Price/Sales (ttm),5.55
933,CRL,Price/Book (mrq),7.69
934,CRL,Enterprise Value/Revenue 3,6.31
935,CRL,Enterprise Value/EBITDA 7,25.62
936,CRM,Market Cap (intraday) 5,285.30B
937,CRM,Enterprise Value 3,291.17B
938,CRM,Trailing P/E,117.51
939,CRM,Forward P/E 1,64.10
940,CRM,PEG Ratio (5 yr expected) 1,4.22
941,CRM,Price/Sales (ttm),11.67
942,CRM,Price/Book (mrq),5.14
943,CRM,Enterprise Value/Revenue 3,12.37
944,CRM,Enterprise Value/EBITDA 7,71.96
945,CSCO,Market Cap (intraday) 5,233.23B
946,CSCO,Enterprise Value 3,219.39B
947,CSCO,Trailing P/E,20.56
948,CSCO,Forward P/E 1,16.10
949,CSCO,PEG Ratio (5 yr expected) 1,2.94
950,CSCO,Price/Sales (ttm),4.61
951,CSCO,Price/Book (mrq),5.46
952,CSCO,Enterprise Value/Revenue 3,4.32
953,CSCO,Enterprise Value/EBITDA 7,13.22
954,CSX,Market Cap (intraday) 5,80.91B
955,CSX,Enterprise Value 3,95.61B
956,CSX,Trailing P/E,22.94
957,CSX,Forward P/E 1,20.62
958,CSX,PEG Ratio (5 yr expected) 1,1.70
959,CSX,Price/Sales (ttm),6.96
960,CSX,Price/Book (mrq),6.15
961,CSX,Enterprise Value/Revenue 3,8.02
962,CSX,Enterprise Value/EBITDA 7,13.90
963,CTAS,Market Cap (intraday) 5,45.66B
964,CTAS,Enterprise Value 3,48.36B
965,CTAS,Trailing P/E,41.77
966,CTAS,Forward P/E 1,41.32
967,CTAS,PEG Ratio (5 yr expected) 1,4.55
968,CTAS,Price/Sales (ttm),6.53
969,CTAS,Price/Book (mrq),13.80
970,CTAS,Enterprise Value/Revenue 3,6.66
971,CTAS,Enterprise Value/EBITDA 7,26.57
972,CTLT,Market Cap (intraday) 5,22.18B
973,CTLT,Enterprise Value 3,24.84B
974,CTLT,Trailing P/E,40.62
975,CTLT,Forward P/E 1,35.21
976,CTLT,PEG Ratio (5 yr expected) 1,2.93
977,CTLT,Price/Sales (ttm),5.32
978,CTLT,Price/Book (mrq),5.52
979,CTLT,Enterprise Value/Revenue 3,5.95
980,CTLT,Enterprise Value/EBITDA 7,21.38
981,CTSH,Market Cap (intraday) 5,42.42B
982,CTSH,Enterprise Value 3,41.68B
983,CTSH,Trailing P/E,22.75
984,CTSH,Forward P/E 1,17.95
985,CTSH,PEG Ratio (5 yr expected) 1,1.21
986,CTSH,Price/Sales (ttm),2.39
987,CTSH,Price/Book (mrq),3.67
988,CTSH,Enterprise Value/Revenue 3,2.33
989,CTSH,Enterprise Value/EBITDA 7,13.25
990,CTVA,Market Cap (intraday) 5,34.91B
991,CTVA,Enterprise Value 3,34.51B
992,CTVA,Trailing P/E,20.30
993,CTVA,Forward P/E 1,18.73
994,CTVA,PEG Ratio (5 yr expected) 1,1.07
995,CTVA,Price/Sales (ttm),2.32
996,CTVA,Price/Book (mrq),1.41
997,CTVA,Enterprise Value/Revenue 3,2.24
998,CTVA,Enterprise Value/EBITDA 7,10.46
999,CTXS,Market Cap (intraday) 5,10.34B
1000,CTXS,Enterprise Value 3,13.40B
1001,CTXS,Trailing P/E,32.90
1002,CTXS,Forward P/E 1,15.62
1003,CTXS,PEG Ratio (5 yr expected) 1,3.69
1004,CTXS,Price/Sales (ttm),3.29
1005,CTXS,Price/Book (mrq),25.87
1006,CTXS,Enterprise Value/Revenue 3,4.22
1007,CTXS,Enterprise Value/EBITDA 7,20.49
1008,CVS,Market Cap (intraday) 5,
1009,CVS,Enterprise Value 3,
1010,CVS,Trailing P/E,
1011,CVS,Forward P/E 1,
1012,CVS,PEG Ratio (5 yr expected) 1,
1013,CVS,Price/Sales (ttm),
1014,CVS,Price/Book (mrq),
1015,CVS,Enterprise Value/Revenue 3,
1016,CVS,Enterprise Value/EBITDA 7,
1017,CVX,Market Cap (intraday) 5,225.91B
1018,CVX,Enterprise Value 3,257.22B
1019,CVX,Trailing P/E,22.62
1020,CVX,Forward P/E 1,12.22
1021,CVX,PEG Ratio (5 yr expected) 1,
1022,CVX,Price/Sales (ttm),1.67
1023,CVX,Price/Book (mrq),1.66
1024,CVX,Enterprise Value/Revenue 3,1.91
1025,CVX,Enterprise Value/EBITDA 7,7.96
1026,CZR,Market Cap (intraday) 5,20.08B
1027,CZR,Enterprise Value 3,45.94B
1028,CZR,Trailing P/E,16.59
1029,CZR,Forward P/E 1,37.59
1030,CZR,PEG Ratio (5 yr expected) 1,
1031,CZR,Price/Sales (ttm),2.35
1032,CZR,Price/Book (mrq),4.11
1033,CZR,Enterprise Value/Revenue 3,5.46
1034,CZR,Enterprise Value/EBITDA 7,21.15
1035,D,Market Cap (intraday) 5,60.66B
1036,D,Enterprise Value 3,104.37B
1037,D,Trailing P/E,23.63
1038,D,Forward P/E 1,18.18
1039,D,PEG Ratio (5 yr expected) 1,2.56
1040,D,Price/Sales (ttm),4.45
1041,D,Price/Book (mrq),2.47
1042,D,Enterprise Value/Revenue 3,7.67
1043,D,Enterprise Value/EBITDA 7,14.90
1044,DAL,Market Cap (intraday) 5,25.30B
1045,DAL,Enterprise Value 3,46.29B
1046,DAL,Trailing P/E,4.86
1047,DAL,Forward P/E 1,9.52
1048,DAL,PEG Ratio (5 yr expected) 1,39.29
1049,DAL,Price/Sales (ttm),1.04
1050,DAL,Price/Book (mrq),9.71
1051,DAL,Enterprise Value/Revenue 3,1.90
1052,DAL,Enterprise Value/EBITDA 7,43.51
1053,DD,Market Cap (intraday) 5,41.19B
1054,DD,Enterprise Value 3,50.15B
1055,DD,Trailing P/E,29.67
1056,DD,Forward P/E 1,16.39
1057,DD,PEG Ratio (5 yr expected) 1,1.07
1058,DD,Price/Sales (ttm),2.14
1059,DD,Price/Book (mrq),1.55
1060,DD,Enterprise Value/Revenue 3,2.26
1061,DD,Enterprise Value/EBITDA 7,11.56
1062,DE,Market Cap (intraday) 5,114.06B
1063,DE,Enterprise Value 3,153.81B
1064,DE,Trailing P/E,21.33
1065,DE,Forward P/E 1,17.15
1066,DE,PEG Ratio (5 yr expected) 1,1.18
1067,DE,Price/Sales (ttm),2.75
1068,DE,Price/Book (mrq),7.25
1069,DE,Enterprise Value/Revenue 3,3.49
1070,DE,Enterprise Value/EBITDA 7,15.94
1071,DFS,Market Cap (intraday) 5,34.98B
1072,DFS,Enterprise Value 3,
1073,DFS,Trailing P/E,7.12
1074,DFS,Forward P/E 1,8.97
1075,DFS,PEG Ratio (5 yr expected) 1,0.40
1076,DFS,Price/Sales (ttm),3.06
1077,DFS,Price/Book (mrq),2.87
1078,DFS,Enterprise Value/Revenue 3,
1079,DFS,Enterprise Value/EBITDA 7,
1080,DG,Market Cap (intraday) 5,52.53B
1081,DG,Enterprise Value 3,66.16B
1082,DG,Trailing P/E,21.54
1083,DG,Forward P/E 1,20.37
1084,DG,PEG Ratio (5 yr expected) 1,2.33
1085,DG,Price/Sales (ttm),1.62
1086,DG,Price/Book (mrq),8.56
1087,DG,Enterprise Value/Revenue 3,1.97
1088,DG,Enterprise Value/EBITDA 7,16.49
1089,DGX,Market Cap (intraday) 5,18.34B
1090,DGX,Enterprise Value 3,22.01B
1091,DGX,Trailing P/E,8.99
1092,DGX,Forward P/E 1,17.64
1093,DGX,PEG Ratio (5 yr expected) 1,37.54
1094,DGX,Price/Sales (ttm),1.77
1095,DGX,Price/Book (mrq),2.87
1096,DGX,Enterprise Value/Revenue 3,1.99
1097,DGX,Enterprise Value/EBITDA 7,6.46
1098,DHI,Market Cap (intraday) 5,36.28B
1099,DHI,Enterprise Value 3,38.52B
1100,DHI,Trailing P/E,8.92
1101,DHI,Forward P/E 1,7.68
1102,DHI,PEG Ratio (5 yr expected) 1,2.60
1103,DHI,Price/Sales (ttm),1.34
1104,DHI,Price/Book (mrq),2.44
1105,DHI,Enterprise Value/Revenue 3,1.39
1106,DHI,Enterprise Value/EBITDA 7,7.14
1107,DHR,Market Cap (intraday) 5,224.03B
1108,DHR,Enterprise Value 3,248.35B
1109,DHR,Trailing P/E,40.35
1110,DHR,Forward P/E 1,31.35
1111,DHR,PEG Ratio (5 yr expected) 1,2.28
1112,DHR,Price/Sales (ttm),8.19
1113,DHR,Price/Book (mrq),5.58
1114,DHR,Enterprise Value/Revenue 3,8.85
1115,DHR,Enterprise Value/EBITDA 7,26.43
1116,DIS,Market Cap (intraday) 5,275.00B
1117,DIS,Enterprise Value 3,313.45B
1118,DIS,Trailing P/E,136.34
1119,DIS,Forward P/E 1,32.89
1120,DIS,PEG Ratio (5 yr expected) 1,0.98
1121,DIS,Price/Sales (ttm),4.10
1122,DIS,Price/Book (mrq),3.11
1123,DIS,Enterprise Value/Revenue 3,4.65
1124,DIS,Enterprise Value/EBITDA 7,34.53
1125,DISCA,Market Cap (intraday) 5,12.84B
1126,DISCA,Enterprise Value 3,24.51B
1127,DISCA,Trailing P/E,13.69
1128,DISCA,Forward P/E 1,8.02
1129,DISCA,PEG Ratio (5 yr expected) 1,0.56
1130,DISCA,Price/Sales (ttm),1.43
1131,DISCA,Price/Book (mrq),1.12
1132,DISCA,Enterprise Value/Revenue 3,2.06
1133,DISCA,Enterprise Value/EBITDA 7,3.37
1134,DISCK,Market Cap (intraday) 5,12.84B
1135,DISCK,Enterprise Value 3,24.51B
1136,DISCK,Trailing P/E,13.37
1137,DISCK,Forward P/E 1,7.83
1138,DISCK,PEG Ratio (5 yr expected) 1,0.55
1139,DISCK,Price/Sales (ttm),1.39
1140,DISCK,Price/Book (mrq),1.09
1141,DISCK,Enterprise Value/Revenue 3,2.06
1142,DISCK,Enterprise Value/EBITDA 7,3.37
1143,DISH,Market Cap (intraday) 5,17.85B
1144,DISH,Enterprise Value 3,29.62B
1145,DISH,Trailing P/E,8.07
1146,DISH,Forward P/E 1,10.83
1147,DISH,PEG Ratio (5 yr expected) 1,1.35
1148,DISH,Price/Sales (ttm),1.17
1149,DISH,Price/Book (mrq),1.19
1150,DISH,Enterprise Value/Revenue 3,1.65
1151,DISH,Enterprise Value/EBITDA 7,6.97
1152,DLR,Market Cap (intraday) 5,46.76B
1153,DLR,Enterprise Value 3,63.00B
1154,DLR,Trailing P/E,69.81
1155,DLR,Forward P/E 1,96.15
1156,DLR,PEG Ratio (5 yr expected) 1,1.87
1157,DLR,Price/Sales (ttm),10.62
1158,DLR,Price/Book (mrq),2.83
1159,DLR,Enterprise Value/Revenue 3,14.39
1160,DLR,Enterprise Value/EBITDA 7,24.65
1161,DLTR,Market Cap (intraday) 5,32.98B
1162,DLTR,Enterprise Value 3,41.94B
1163,DLTR,Trailing P/E,23.12
1164,DLTR,Forward P/E 1,22.57
1165,DLTR,PEG Ratio (5 yr expected) 1,2.24
1166,DLTR,Price/Sales (ttm),1.33
1167,DLTR,Price/Book (mrq),4.70
1168,DLTR,Enterprise Value/Revenue 3,1.61
1169,DLTR,Enterprise Value/EBITDA 7,15.98
1170,DOV,Market Cap (intraday) 5,25.38B
1171,DOV,Enterprise Value 3,27.70B
1172,DOV,Trailing P/E,27.16
1173,DOV,Forward P/E 1,21.28
1174,DOV,PEG Ratio (5 yr expected) 1,1.74
1175,DOV,Price/Sales (ttm),3.33
1176,DOV,Price/Book (mrq),6.52
1177,DOV,Enterprise Value/Revenue 3,3.60
1178,DOV,Enterprise Value/EBITDA 7,17.75
1179,DOW,Market Cap (intraday) 5,
1180,DOW,Enterprise Value 3,
1181,DOW,Trailing P/E,
1182,DOW,Forward P/E 1,
1183,DOW,PEG Ratio (5 yr expected) 1,
1184,DOW,Price/Sales (ttm),
1185,DOW,Price/Book (mrq),
1186,DOW,Enterprise Value/Revenue 3,
1187,DOW,Enterprise Value/EBITDA 7,
1188,DPZ,Market Cap (intraday) 5,
1189,DPZ,Enterprise Value 3,
1190,DPZ,Trailing P/E,
1191,DPZ,Forward P/E 1,
1192,DPZ,PEG Ratio (5 yr expected) 1,
1193,DPZ,Price/Sales (ttm),
1194,DPZ,Price/Book (mrq),
1195,DPZ,Enterprise Value/Revenue 3,
1196,DPZ,Enterprise Value/EBITDA 7,
1197,DRE,Market Cap (intraday) 5,22.82B
1198,DRE,Enterprise Value 3,26.16B
1199,DRE,Trailing P/E,24.65
1200,DRE,Forward P/E 1,75.19
1201,DRE,PEG Ratio (5 yr expected) 1,14.26
1202,DRE,Price/Sales (ttm),20.59
1203,DRE,Price/Book (mrq),3.83
1204,DRE,Enterprise Value/Revenue 3,23.62
1205,DRE,Enterprise Value/EBITDA 7,18.79
1206,DTE,Market Cap (intraday) 5,21.75B
1207,DTE,Enterprise Value 3,39.39B
1208,DTE,Trailing P/E,21.33
1209,DTE,Forward P/E 1,18.83
1210,DTE,PEG Ratio (5 yr expected) 1,2.95
1211,DTE,Price/Sales (ttm),1.54
1212,DTE,Price/Book (mrq),2.54
1213,DTE,Enterprise Value/Revenue 3,2.78
1214,DTE,Enterprise Value/EBITDA 7,11.96
1215,DUK,Market Cap (intraday) 5,77.07B
1216,DUK,Enterprise Value 3,144.48B
1217,DUK,Trailing P/E,25.95
1218,DUK,Forward P/E 1,18.35
1219,DUK,PEG Ratio (5 yr expected) 1,3.79
1220,DUK,Price/Sales (ttm),3.10
1221,DUK,Price/Book (mrq),1.63
1222,DUK,Enterprise Value/Revenue 3,5.86
1223,DUK,Enterprise Value/EBITDA 7,13.60
1224,EBAY,Market Cap (intraday) 5,44.85B
1225,EBAY,Enterprise Value 3,39.60B
1226,EBAY,Trailing P/E,25.05
1227,EBAY,Forward P/E 1,15.95
1228,EBAY,PEG Ratio (5 yr expected) 1,3.46
1229,EBAY,Price/Sales (ttm),4.19
1230,EBAY,Price/Book (mrq),4.10
1231,EBAY,Enterprise Value/Revenue 3,3.40
1232,EBAY,Enterprise Value/EBITDA 7,8.69
1233,ED,Market Cap (intraday) 5,
1234,ED,Enterprise Value 3,
1235,ED,Trailing P/E,
1236,ED,Forward P/E 1,
1237,ED,PEG Ratio (5 yr expected) 1,
1238,ED,Price/Sales (ttm),
1239,ED,Price/Book (mrq),
1240,ED,Enterprise Value/Revenue 3,
1241,ED,Enterprise Value/EBITDA 7,
